Genre,Duration,Tempo,Strength,Contrast,Fore_Diff,Fore_Position
1,507.6,123.046875,0.9397446147871905,98.0194403269894,16.734040543747597,87.35632183908046
1,425.0,107.666015625,0.8578291946006092,74.97891066439011,13.514748906342815,27.203065134099614
1,820.6,89.10290948275862,0.8406262951084824,81.77367630961928,33.70657232428065,63.40996168582376
1,432.4,129.19921875,0.9490270719545099,98.96098280868301,11.322779121548994,77.01149425287356
1,519.3,107.666015625,0.96174104237646,98.61628348488077,6.893715612130533,40.996168582375475
1,351.7,80.74951171875,0.8927156442162982,100.42897942834257,8.686438355203505,81.60919540229885
1,217.3,117.45383522727273,1.0787184612523033,134.40633601545463,14.962418492310281,57.08812260536397
1,434.3,107.666015625,0.9777047174781166,104.3671611185423,7.873458390022377,73.1800766283525
1,340.1,151.99908088235293,1.0576755186674607,585.7758760140314,14.019391677119094,78.544061302682
1,532.3,123.046875,0.9961218646212646,120.17607977599461,8.120595113855611,49.61685823754789
1,189.7,135.99917763157896,1.0143295275428157,115.6667488596599,24.34195735092612,78.9272030651341
1,339.4,117.45383522727273,0.968094142672464,99.50435052707607,18.374567738912123,76.24521072796935
1,389.0,172.265625,0.9585917750381265,114.76717927308806,10.411668854906267,78.544061302682
1,321.6,172.265625,1.0044107444201407,128.22364520151817,17.500194751001903,77.20306513409962
1,217.0,161.4990234375,0.9999707196136626,90.27876507027358,9.647864386366653,35.05747126436781
1,342.9,143.5546875,0.953110407744277,146.16459804569956,6.774342897652386,39.08045977011494
1,504.2,83.35433467741936,0.9623856460258741,91.48481004274066,5.979003727252504,69.54022988505747
1,506.3,151.99908088235293,1.0547087486185176,215.50140406711992,8.52871016141011,70.49808429118774
1,313.0,151.99908088235293,0.9554060985453051,91.52652193220278,4.830979302644079,66.47509578544062
1,525.4,135.99917763157896,0.9284710459528362,96.03607179526826,3.9164342341916463,26.053639846743295
1,519.5,95.703125,1.003414845071274,120.97283350354324,6.860505156853006,61.685823754789276
1,343.6,99.38401442307692,1.0315549008647447,136.49583953084712,8.108435189476236,73.75478927203065
1,895.2,112.34714673913044,1.038562486149089,169.77900160328417,49.1915075094621,63.79310344827585
1,471.7,143.5546875,0.9918171093161239,114.13116849755139,6.973734434033058,62.26053639846742
1,273.2,151.99908088235293,0.9974642811169252,103.5127806916593,18.109480444446703,41.57088122605364
1,708.3,89.10290948275862,0.9384439608398234,98.97462528471925,9.638092880589053,61.87739463601533
1,365.6,80.74951171875,0.93022165354637,87.07075900921936,13.854728317497093,62.83524904214559
1,380.2,172.265625,0.9282578721695277,90.31998276177487,10.656423703719238,48.65900383141763
1,706.8,151.99908088235293,1.0679334511733205,119.59635057352193,12.035663357573965,70.6896551724138
1,380.2,89.10290948275862,1.0688988689255392,300.94408026906706,14.536863893231464,44.44444444444445
2,234.9,172.265625,1.1324680729769723,173.63777780238493,4.299375677625648,60.15325670498084
2,228.2,95.703125,1.1153705010920654,165.64285798306847,6.957891922603906,62.452107279693486
2,242.7,143.5546875,1.0525908289441237,136.53017017003387,4.309543268893296,82.95019157088122
2,206.5,129.19921875,1.1653630606493361,183.00961061135908,9.241877997965679,57.854406130268195
2,232.0,89.10290948275862,1.1847908239397076,190.49938986065058,9.790747456082702,84.09961685823755
2,234.9,95.703125,1.1696282643681224,182.2999677367797,3.664835773868579,45.78544061302682
2,224.0,135.99917763157896,1.204860309878701,179.53737306435193,7.876380302257743,76.8199233716475
2,122.0,83.35433467741936,1.134092820238441,138.22947094088696,8.96005777164368,60.536398467432946
2,252.7,123.046875,1.0777730690688443,147.07712809983855,13.55674951844342,59.38697318007663
2,284.3,172.265625,1.1457205247006184,174.83676935978184,21.887826566439802,38.88888888888889
2,182.3,143.5546875,1.246912202139784,207.83638676116573,10.173656045174486,37.931034482758626
2,110.0,135.99917763157896,1.0969437783959044,149.17362280217085,6.267352490290096,83.52490421455938
2,212.2,117.45383522727273,1.0874780666710773,139.04240005090483,17.964718608267606,77.77777777777777
2,195.4,112.34714673913044,1.063070608742939,133.39657881364852,8.554043628827145,75.86206896551724
2,243.0,103.359375,1.1046749866164804,140.46404532051872,5.277066648236382,45.593869731800766
2,271.8,135.99917763157896,1.1818972774474983,190.7849177957195,6.871834670470073,44.06130268199234
2,256.0,117.45383522727273,1.2292122317083773,219.39647883176804,5.006131836589677,66.47509578544062
2,221.7,117.45383522727273,1.1609457768468638,196.28989166540234,11.051509550679402,72.22222222222223
2,258.1,151.99908088235293,0.9976432528514342,124.04175211920473,14.766455471466928,81.80076628352491
2,167.6,129.19921875,1.2859452678993588,237.8340646475198,17.741614403197715,39.6551724137931
2,251.5,112.34714673913044,1.1147486488286686,150.38491852525215,4.174888919036584,33.90804597701149
2,209.1,99.38401442307692,1.1274534286842224,164.86264279332246,5.961277145472215,68.5823754789272
2,182.9,161.4990234375,1.1722967317505184,215.58051608181052,6.500161792791067,64.17624521072797
2,227.5,92.28515625,1.106938113875354,132.19714126220117,4.614831742041285,68.77394636015326
2,206.9,117.45383522727273,1.1149852940163958,164.19424582703093,7.8657136976071635,85.63218390804599
2,233.8,161.4990234375,1.1385742832230479,195.32725554077516,24.957610015236696,38.50574712643679
2,277.2,117.45383522727273,1.2307482497445252,209.165028163795,19.043441712090864,59.961685823754785
2,265.9,103.359375,1.224667018852605,249.25897104706968,5.913924069481203,86.20689655172414
2,184.4,107.666015625,1.1415329433356567,168.36151648369372,14.31235490917051,46.93486590038314
2,210.2,172.265625,1.0484603913988477,138.06945856019047,6.100162737075568,58.81226053639847
3,368.5,99.38401442307692,0.8348942388884286,92.40630351930977,10.410445181018222,75.6704980842912
3,632.7,89.10290948275862,0.8784549228620092,101.826642251644,8.186383066957802,52.10727969348659
3,733.4,151.99908088235293,0.9574545971624177,88.3826125724653,14.369502378318941,62.452107279693486
3,344.7,143.5546875,0.9826797567037949,104.0364219791688,3.679084706156489,54.980842911877396
3,461.3,135.99917763157896,0.9936886991190255,128.70333600581765,10.056187577326275,60.72796934865901
3,581.2,95.703125,0.873156439745129,91.06665244758005,7.426250410474005,46.93486590038314
3,373.0,129.19921875,1.0898649352259444,155.52386471701053,12.33301249074855,52.10727969348659
3,780.0,117.45383522727273,1.1354625117899613,856.6240514542812,37.45807118011967,49.042145593869726
3,466.7,99.38401442307692,0.9297713214618649,88.32129399730992,16.239163543144365,37.547892720306514
3,286.3,92.28515625,1.0519081479659045,247.40561326441963,11.008615157351466,68.5823754789272
3,549.0,117.45383522727273,1.0494478782678296,198.6161159035938,9.51181066927298,41.18773946360154
3,755.2,75.99954044117646,0.9345124678088593,166.87750332925657,57.725563056168944,58.045977011494244
3,332.0,112.34714673913044,1.0552224234684364,745.1032676481339,14.26878407856169,54.406130268199234
3,438.0,103.359375,1.089165225467053,122.72595576336394,28.515180427708103,52.4904214559387
3,252.2,135.99917763157896,1.0129746403939552,152.19552255924688,11.082007891799478,45.78544061302682
3,558.2,95.703125,0.8854507879845289,98.811328592842,11.842003448313356,43.67816091954023
3,397.0,117.45383522727273,0.9569374988166467,172.94193903024612,11.959576548863279,43.10344827586207
3,450.5,99.38401442307692,0.8374917247887432,123.7847926913038,66.1044007093591,66.28352490421457
3,390.8,161.4990234375,0.9820951212617168,185.23895066891137,94.09925570612404,39.272030651341
3,536.6,151.99908088235293,0.836660385996503,221.2778351673918,15.436708414596795,21.455938697318008
3,536.0,135.99917763157896,1.0966730480043763,101.37452384162304,13.560991887563661,50.38314176245211
3,599.3,117.45383522727273,0.8686004327317857,113.67860721662609,29.452302937523815,63.40996168582376
3,322.5,107.666015625,1.104238430728708,174.04456615965495,17.753121788113084,68.5823754789272
3,397.3,92.28515625,0.934777643557685,112.44191187261605,25.325811824983916,41.37931034482759
3,268.4,107.666015625,0.9931893117854752,118.53619820314798,12.513457714255107,63.60153256704981
3,261.1,129.19921875,1.0495068991661771,386.25322043416327,9.699218855281554,76.0536398467433
